number_of_items,total_price,total_freight,number_of_payments,total_payment_value,purchase_hour,purchase_weekday,purchase_month,estimated_delivery_days,customer_state,distance_km
1.0,169.9,17.44,1.0,187.34,21,Friday,2017-11,24.08716435185185,PR,322.9147283588316
1.0,49.0,28.79,1.0,77.79,21,Friday,2017-11,27.086678240740742,PE,2094.397212721928
2.0,63.6,78.56,1.0,142.16,21,Friday,2017-11,20.086550925925927,RJ,349.6420623492523
1.0,24.99,7.78,1.0,32.77,21,Friday,2017-11,13.086481481481481,SP,11.836030240356468
1.0,95.03,13.69,1.0,108.72,21,Friday,2017-11,19.085694444444446,SP,289.38879416099957
1.0,329.0,11.12,2.0,340.12,21,Friday,2017-11,18.084606481481483,SP,91.23547762544835
1.0,27.99,15.1,1.0,43.09,21,Friday,2017-11,20.08423611111111,RJ,286.00407580440645
4.0,195.6,67.16,1.0,262.76,21,Friday,2017-11,32.08354166666667,MG,687.6916286686222
1.0,129.9,38.46,1.0,168.36,22,Friday,2017-11,26.08306712962963,SP,1623.6802267074002
1.0,129.99,15.67,1.0,145.66,22,Friday,2017-11,19.082916666666666,SP,476.74826673199806
1.0,29.99,12.48,1.0,42.47,22,Friday,2017-11,19.08287037037037,RS,215.89633788517529
1.0,17.99,15.1,1.0,33.09,22,Friday,2017-11,32.08107638888889,RS,831.0547368367891
1.0,89.0,73.57,1.0,162.57,22,Friday,2017-11,26.080949074074073,PR,533.5453819410365
2.0,68.0,15.56,1.0,83.56,22,Friday,2017-11,13.080324074074074,SP,21.87914692578685
1.0,23.4,15.1,1.0,38.5,22,Friday,2017-11,26.08025462962963,SC,694.1406083034482
1.0,35.9,11.73,1.0,47.63,22,Friday,2017-11,13.08017361111111,SP,33.11914112125769
2.0,40.19,20.85,1.0,61.04,22,Friday,2017-11,13.079930555555556,SP,157.66546252816943
1.0,79.0,16.99,1.0,95.99,22,Friday,2017-11,39.07921296296296,MG,787.2338103633052
1.0,49.0,17.67,1.0,66.67,22,Friday,2017-11,20.078935185185184,RJ,681.9309467781211
2.0,998.0,82.56,1.0,1080.56,22,Friday,2017-11,26.07841435185185,SE,2198.7924512517316
1.0,189.9,34.6,1.0,224.5,22,Friday,2017-11,19.077569444444446,SP,197.51721579214518
1.0,159.9,28.5,1.0,188.4,22,Friday,2017-11,27.07732638888889,MG,1094.51735851197
1.0,69.9,15.24,1.0,85.14,22,Friday,2017-11,20.076597222222222,ES,749.7772628534963
1.0,69.9,16.25,1.0,86.15,22,Friday,2017-11,20.07601851851852,SP,532.1564221196779
1.0,32.9,14.1,1.0,47.0,22,Friday,2017-11,19.075150462962963,RJ,382.24841542552446
1.0,45.9,20.84,1.0,66.74,22,Friday,2017-11,32.07505787037037,SC,641.9545667232745
1.0,41.9,8.72,1.0,50.62,22,Friday,2017-11,13.074618055555556,SP,21.830887715354834
1.0,84.99,35.91,1.0,120.9,22,Friday,2017-11,33.074074074074076,PB,1984.1536639612966
2.0,101.4,35.2,2.0,136.6,22,Friday,2017-11,24.073923611111113,MG,766.9212425299601
1.0,19.74,14.1,1.0,33.84,22,Friday,2017-11,19.073032407407407,RJ,343.1350556579137
1.0,39.5,15.11,1.0,54.61,22,Friday,2017-11,19.071527777777778,RJ,341.9534168271447
1.0,24.5,11.85,1.0,36.35,22,Friday,2017-11,19.07107638888889,SP,365.9321905982044
1.0,89.9,21.12,1.0,111.02,22,Friday,2017-11,24.07053240740741,RJ,668.6301399059212
1.0,599.0,17.94,1.0,616.94,22,Friday,2017-11,20.07003472222222,DF,
1.0,39.9,16.79,1.0,56.69,22,Friday,2017-11,24.069756944444446,RJ,743.8907324582713
1.0,419.0,12.15,1.0,431.15,22,Friday,2017-11,13.069328703703704,SP,54.36286260597894
1.0,79.99,25.84,1.0,105.83,22,Friday,2017-11,31.06886574074074,RS,1515.850169270764
2.0,34.66,16.54,1.0,51.2,22,Friday,2017-11,13.068703703703704,SP,89.60692116403172
1.0,84.9,38.14,1.0,123.04,22,Friday,2017-11,24.068506944444444,MA,2196.180151654554
1.0,52.9,15.12,1.0,68.02,22,Friday,2017-11,24.06806712962963,MG,296.083622284873
1.0,155.4,12.59,1.0,167.99,22,Friday,2017-11,19.067997685185187,SP,302.3712730337498
1.0,148.9,21.53,1.0,170.43,22,Friday,2017-11,26.067627314814814,SP,353.5205982160718
1.0,49.0,17.64,1.0,66.64,22,Friday,2017-11,20.067291666666666,RJ,678.5954156867481
1.0,155.44,14.84,1.0,170.28,22,Friday,2017-11,24.066689814814815,MG,609.9482184909467
1.0,19.9,9.27,1.0,29.17,22,Friday,2017-11,13.066273148148149,SP,2.6826233587364405
1.0,37.9,7.78,1.0,45.68,22,Friday,2017-11,13.066168981481482,SP,20.645340454216353
1.0,469.0,20.85,1.0,489.85,22,Friday,2017-11,25.06568287037037,RJ,699.0735911346354
1.0,39.5,15.11,1.0,54.61,22,Friday,2017-11,19.065324074074073,RJ,345.394217285086
1.0,29.99,14.1,1.0,44.09,22,Friday,2017-11,23.06357638888889,SC,499.12753925322784
1.0,32.0,15.1,1.0,47.1,22,Friday,2017-11,24.06355324074074,SP,757.0399950081338
2.0,113.98,30.3,1.0,144.28,22,Friday,2017-11,26.063391203703702,MG,449.79307129415065
1.0,56.99,15.15,2.0,72.14,22,Friday,2017-11,25.06310185185185,RJ,461.74566489876463
1.0,339.9,19.95,1.0,359.85,22,Friday,2017-11,27.062766203703703,GO,1079.066155400187
1.0,149.0,35.56,1.0,184.56,22,Friday,2017-11,23.06269675925926,RJ,1031.659713491712
1.0,58.99,16.66,1.0,75.65,22,Friday,2017-11,23.062453703703703,ES,730.4963207096083
1.0,148.0,17.29,1.0,165.29,22,Friday,2017-11,20.060717592592592,SP,349.5187053646695
1.0,32.9,15.11,1.0,48.01,22,Friday,2017-11,20.06068287037037,MG,486.41870507352877
1.0,110.0,8.96,1.0,118.96,22,Friday,2017-11,13.06037037037037,SP,12.383056341107627
1.0,37.5,13.37,1.0,50.87,22,Friday,2017-11,19.06017361111111,SP,528.2693772694411
1.0,329.9,41.64,1.0,371.54,22,Friday,2017-11,23.0596875,RJ,339.6795519644129
1.0,115.0,17.06,1.0,132.06,22,Friday,2017-11,19.057719907407407,SP,464.34792603532594
2.0,216.8,33.04,1.0,249.84,22,Friday,2017-11,23.05724537037037,MG,537.3990050564104
1.0,24.99,34.15,1.0,59.14,22,Friday,2017-11,32.05694444444445,AL,1873.5426760714843
1.0,32.99,9.34,1.0,42.33,22,Friday,2017-11,16.056770833333335,SP,9.638361863043118
1.0,27.99,15.1,1.0,43.09,22,Friday,2017-11,27.05607638888889,RS,893.4750561693219
1.0,78.99,7.81,1.0,86.8,22,Friday,2017-11,13.055810185185186,SP,125.91339039962884
1.0,207.0,24.32,1.0,231.32,22,Friday,2017-11,27.05568287037037,MT,1309.3813254645124
1.0,190.83,16.09,1.0,206.92,22,Friday,2017-11,25.055300925925927,GO,539.5348796606388
1.0,129.9,38.46,1.0,168.36,22,Friday,2017-11,27.055173611111112,MG,1101.0709827196893
1.0,119.9,27.16,1.0,147.06,22,Friday,2017-11,23.05324074074074,MG,543.8075559637911
1.0,69.9,16.93,1.0,86.83,22,Friday,2017-11,24.053020833333335,RJ,679.7497169297247
1.0,56.99,14.15,1.0,71.14,22,Friday,2017-11,32.05133101851852,RS,842.1816508827859
1.0,39.9,13.37,1.0,53.27,22,Friday,2017-11,23.051053240740742,SP,471.6752511980023
1.0,40.0,16.6,1.0,56.6,22,Friday,2017-11,25.050925925925927,SC,231.0124320801014
1.0,62.9,18.01,1.0,80.91,22,Friday,2017-11,27.050856481481482,MG,1295.24784422522
1.0,139.0,85.75,1.0,259.59,22,Friday,2017-11,27.050752314814815,MS,2524.0225490489697
1.0,29.5,16.11,1.0,45.61,22,Friday,2017-11,26.050219907407406,SP,650.5275117038198
1.0,24.5,11.85,1.0,36.35,22,Friday,2017-11,19.050069444444443,SP,568.4786242515113
1.0,78.9,9.97,1.0,88.87,22,Friday,2017-11,13.049756944444445,PR,40.55653236885673
1.0,49.9,12.69,1.0,62.59,22,Friday,2017-11,19.049375,SP,313.1336259896392
1.0,159.9,27.44,1.0,187.34,22,Friday,2017-11,20.048958333333335,SP,639.2180162342942
1.0,24.99,15.1,1.0,40.09,22,Friday,2017-11,25.048877314814813,RJ,313.4874891417921
1.0,120.0,49.37,1.0,169.37,22,Friday,2017-11,24.04864583333333,RJ,501.5932394655903
3.0,147.0,53.010000000000005,1.0,200.01,22,Friday,2017-11,23.047650462962963,ES,860.2923605853808
1.0,84.99,15.35,1.0,100.34,22,Friday,2017-11,24.047361111111112,SC,485.4454173740771
1.0,56.99,12.74,1.0,69.73,22,Friday,2017-11,19.047060185185185,SP,314.8262129060332
1.0,24.9,15.1,1.0,40.0,22,Friday,2017-11,20.04689814814815,MG,314.2128239832172
1.0,19.9,11.85,1.0,31.75,22,Friday,2017-11,19.046226851851852,SP,55.049749107158476
1.0,87.85,17.86,1.0,105.71,22,Friday,2017-11,23.045358796296295,MG,699.9222424467289
1.0,23.99,15.1,1.0,39.09,22,Friday,2017-11,32.04502314814815,SC,407.66706545439814
1.0,32.99,9.34,1.0,42.33,22,Friday,2017-11,16.043796296296296,SP,9.638361863043118
1.0,699.0,57.49,1.0,756.49,22,Friday,2017-11,24.043680555555557,RJ,386.60311101552963
1.0,39.0,15.79,1.0,54.79,22,Friday,2017-11,24.043275462962963,BA,1472.5214417301756
1.0,29.99,8.9,1.0,38.89,23,Friday,2017-11,19.041284722222223,RJ,30.502595225575718
1.0,135.0,21.44,1.0,156.44,23,Friday,2017-11,32.04112268518519,RS,772.1712714839978
1.0,43.35,12.69,1.0,56.04,23,Friday,2017-11,19.04087962962963,SP,283.38968541052736
1.0,139.9,19.84,1.0,159.74,23,Friday,2017-11,38.04063657407407,MG,336.5926795836318
1.0,39.9,16.79,1.0,56.69,23,Friday,2017-11,26.03939814814815,BA,1004.7954336366926
1.0,231.7,17.38,1.0,249.08,23,Friday,2017-11,27.039155092592594,SC,412.9967313084708
2.0,69.8,18.68,1.0,88.48,23,Friday,2017-11,13.03912037037037,SP,15.206963025392918
1.0,49.0,17.64,1.0,66.64,23,Friday,2017-11,24.036666666666665,MG,443.28592985187333
1.0,130.2,18.48,1.0,148.68,23,Friday,2017-11,26.036331018518517,SC,702.0049344838761
1.0,29.99,7.78,1.0,37.77,23,Friday,2017-11,13.036145833333334,SP,85.4679868199569
1.0,24.99,15.1,1.0,40.09,23,Friday,2017-11,26.035138888888888,SC,508.4345186419537
2.0,59.98,16.22,1.0,76.2,23,Friday,2017-11,13.034895833333334,MG,21.08440824353779
1.0,279.9,13.46,1.0,293.36,23,Friday,2017-11,19.034375,SP,358.8511434983035
1.0,140.0,12.48,1.0,152.48,23,Friday,2017-11,24.03275462962963,SP,406.3693522666842
1.0,31.9,16.79,1.0,48.69,23,Friday,2017-11,39.03100694444444,GO,883.7039822639217
1.0,168.9,30.59,1.0,199.49,23,Friday,2017-11,23.030671296296298,SP,1746.888625699853
1.0,279.9,32.71,1.0,312.61,23,Friday,2017-11,24.03064814814815,RS,364.8796074990894
5.0,151.98000000000002,64.0,1.0,215.99,23,Friday,2017-11,24.029467592592592,MG,253.79168693656712
1.0,6.0,7.78,1.0,13.78,23,Friday,2017-11,17.029328703703705,SP,20.953958030590517
1.0,229.0,16.19,1.0,245.19,23,Friday,2017-11,20.02927083333333,RJ,408.52914056152326
1.0,109.97,17.25,1.0,127.22,23,Friday,2017-11,19.029189814814814,RS,105.58570485004512
1.0,289.0,16.77,1.0,305.77,23,Friday,2017-11,31.02900462962963,AL,427.3017020084148
1.0,56.99,16.16,1.0,73.15,23,Friday,2017-11,25.02775462962963,GO,447.30911511167267
1.0,65.0,23.11,1.0,88.11,23,Friday,2017-11,13.026516203703704,SP,98.16073446003544
1.0,89.9,12.97,1.0,102.87,23,Friday,2017-11,19.026122685185186,SP,170.33272268051905
1.0,113.9,16.56,1.0,130.46,23,Friday,2017-11,23.026041666666668,RJ,573.698164061659
1.0,610.0,65.01,1.0,675.01,23,Friday,2017-11,23.02574074074074,ES,828.8197946650887
1.0,39.9,16.6,1.0,56.5,23,Friday,2017-11,26.025266203703705,RS,834.8533655620088
1.0,145.0,15.77,1.0,160.77,23,Friday,2017-11,20.02429398148148,MG,480.9860914560682
1.0,204.0,12.93,1.0,216.93,23,Friday,2017-11,19.023310185185185,SP,188.69541067381468
1.0,123.9,12.37,1.0,136.27,23,Friday,2017-11,25.02310185185185,SP,455.4303512427528
4.0,229.6,56.7,1.0,286.3,23,Friday,2017-11,20.02267361111111,SP,540.2394964710335
1.0,49.0,17.67,1.0,66.67,23,Friday,2017-11,24.022060185185186,MG,583.7603803035494
1.0,59.9,17.67,1.0,77.57,23,Friday,2017-11,24.021921296296295,MG,690.8042492876518
1.0,259.9,13.95,1.0,273.85,23,Friday,2017-11,23.021527777777777,SC,89.68632813820125
1.0,315.0,61.56,1.0,376.56,23,Friday,2017-11,20.020682870370372,SC,217.72668403450547
1.0,45.99,15.1,1.0,61.09,23,Friday,2017-11,25.020023148148148,PR,468.5323575279072
1.0,199.9,33.0,1.0,232.9,23,Friday,2017-11,13.01880787037037,SP,133.51921881026624
2.0,99.8,35.84,1.0,135.64,23,Friday,2017-11,27.016643518518517,BA,1191.5288218790852
1.0,117.3,37.96,1.0,155.26,23,Friday,2017-11,33.016168981481485,PE,1815.5781737706611
3.0,53.7,35.55,2.0,89.25,23,Friday,2017-11,23.01574074074074,SP,302.9108265414023
1.0,56.99,14.15,1.0,71.14,23,Friday,2017-11,25.015416666666667,DF,882.3489540417276
1.0,17.9,11.85,2.0,29.75,23,Friday,2017-11,19.01537037037037,SP,302.9108265414023
1.0,79.0,13.57,1.0,92.57,23,Friday,2017-11,19.015150462962964,SP,123.6184947439028
2.0,98.0,26.88,1.0,124.88,23,Friday,2017-11,19.013993055555556,SP,331.05310989690753
1.0,16.9,7.78,1.0,24.68,23,Friday,2017-11,13.013530092592593,SP,13.470595153480652
1.0,53.99,7.78,1.0,61.77,23,Friday,2017-11,16.012523148148148,SP,15.146529843573365
1.0,99.9,13.72,1.0,113.62,23,Friday,2017-11,19.01222222222222,SP,80.54520276129388
1.0,42.99,15.11,1.0,58.1,23,Friday,2017-11,25.011435185185185,PR,1567.0454831055185
1.0,14.9,15.1,1.0,30.0,23,Friday,2017-11,24.011354166666667,MG,624.2344915544757
1.0,56.99,15.15,1.0,72.14,23,Friday,2017-11,25.010636574074073,MG,556.0554098246218
3.0,650.0,185.55,1.0,835.55,23,Friday,2017-11,24.010590277777776,MG,633.2206134007776
1.0,239.9,17.93,1.0,257.83,23,Friday,2017-11,26.01048611111111,RS,843.7759948509326
1.0,54.9,19.87,1.0,74.77,23,Friday,2017-11,26.01013888888889,SC,523.3671583274909
2.0,31.8,23.7,1.0,55.5,23,Friday,2017-11,19.00861111111111,SP,124.16849685834363
1.0,34.99,15.1,1.0,50.09,23,Friday,2017-11,24.007731481481482,MG,570.4050931121795
1.0,194.9,18.61,1.0,213.51,23,Friday,2017-11,27.007291666666667,RS,1039.5441825805365
1.0,90.0,12.97,1.0,102.97,23,Friday,2017-11,19.007025462962964,SP,375.0684000719059
1.0,38.99,15.1,1.0,54.09,23,Friday,2017-11,23.005625,MG,806.4708838877522
1.0,39.99,16.79,1.0,56.78,23,Friday,2017-11,26.005601851851853,SC,1116.688224633012
1.0,274.9,13.42,1.0,288.32,23,Friday,2017-11,19.005497685185187,SP,245.50021720929723
1.0,116.9,16.58,1.0,133.48,23,Friday,2017-11,25.005023148148148,MG,339.5401959792061
2.0,372.84,71.2,1.0,444.04,23,Friday,2017-11,27.004965277777778,RS,803.2589215882044
1.0,99.9,13.72,1.0,113.62,23,Friday,2017-11,24.004872685185184,SP,190.27734337632677
1.0,20.0,12.48,1.0,32.48,23,Friday,2017-11,19.004363425925927,MG,464.9050295130383
2.0,109.8,31.64,1.0,141.44,23,Friday,2017-11,23.004328703703703,MS,782.1830309385482
2.0,98.0,35.34,1.0,133.34,23,Friday,2017-11,25.004108796296297,SC,877.2893652498914
1.0,15.99,14.1,1.0,30.09,23,Friday,2017-11,20.00372685185185,MG,476.980267176923
1.0,116.9,16.58,1.0,133.48,23,Friday,2017-11,20.002395833333335,RJ,587.4560067009555
1.0,49.95,16.11,1.0,66.06,23,Friday,2017-11,27.00175925925926,MG,640.4631826166228
1.0,134.9,16.7,1.0,151.6,23,Friday,2017-11,24.001747685185187,MG,1011.5515249204317
1.0,39.9,15.1,1.0,55.0,23,Friday,2017-11,23.001215277777778,PR,404.3198072020133
1.0,65.99,16.22,1.0,82.21,23,Friday,2017-11,24.001018518518517,ES,778.7728301423487
1.0,935.0,22.8,1.0,957.8,23,Friday,2017-11,23.000416666666666,SP,361.2780754051323
1.0,59.9,16.86,1.0,76.76,23,Friday,2017-11,27.000300925925927,MG,1044.9393609524057
1.0,59.9,15.17,1.0,75.07,23,Friday,2017-11,23.000138888888888,RJ,406.7812303301943
1.0,49.0,17.67,1.0,66.67,0,Saturday,2017-11,22.996863425925927,RJ,663.2288726355526
1.0,29.9,15.1,1.0,45.0,0,Saturday,2017-11,22.996655092592594,RJ,460.12506145651946
1.0,298.0,10.83,1.0,308.83,0,Saturday,2017-11,15.996412037037038,SP,94.257016981687
1.0,374.9,31.66,1.0,406.56,0,Saturday,2017-11,25.99628472222222,RJ,1276.7680166465288
1.0,559.0,41.43,1.0,600.43,0,Saturday,2017-11,32.99420138888889,RJ,921.4290546967163
1.0,53.99,17.67,1.0,71.66,0,Saturday,2017-11,24.99304398148148,MG,735.7052780248429
1.0,224.9,13.91,1.0,238.81,0,Saturday,2017-11,22.993020833333333,MG,140.2020555096773
1.0,89.9,11.83,1.0,101.73,0,Saturday,2017-11,15.991539351851852,SP,18.967256638092888
1.0,70.8,13.08,1.0,83.88,0,Saturday,2017-11,15.990810185185186,SP,78.20730129415296
1.0,246.62,18.3,1.0,264.92,0,Saturday,2017-11,30.990694444444443,PE,655.4970561343556
1.0,49.9,17.6,1.0,67.5,0,Saturday,2017-11,31.988287037037036,RS,1254.7376830482535
2.0,57.8,30.2,1.0,88.0,0,Saturday,2017-11,24.98824074074074,PR,361.8128136960447
1.0,69.2,20.97,1.0,90.17,0,Saturday,2017-11,25.987939814814816,SP,539.1191667726346
1.0,49.9,9.09,1.0,58.99,0,Saturday,2017-11,15.987337962962963,SP,22.45241747209078
1.0,49.0,17.67,1.0,66.67,0,Saturday,2017-11,24.98732638888889,RJ,839.9247336105087
1.0,503.34,25.53,1.0,528.87,0,Saturday,2017-11,15.986828703703704,SP,72.98340468832059
1.0,149.0,17.29,1.0,166.29,0,Saturday,2017-11,22.98633101851852,PR,330.27273229501037
1.0,119.99,21.33,1.0,141.32,0,Saturday,2017-11,26.98578703703704,MG,643.0522665306453
1.0,209.9,26.75,1.0,236.65,0,Saturday,2017-11,32.98563657407407,CE,2086.0120583091466
1.0,21.9,14.1,2.0,36.0,0,Saturday,2017-11,19.984953703703702,ES,751.5972430256373
1.0,127.9,13.45,1.0,141.35,0,Saturday,2017-11,15.984537037037038,SP,81.30291616096397
1.0,64.9,17.7,1.0,82.6,0,Saturday,2017-11,26.98402777777778,SP,417.5342376568938
2.0,578.0,21.18,1.0,599.18,0,Saturday,2017-11,17.98386574074074,BA,14.132438029006135
1.0,79.9,17.81,1.0,97.71,0,Saturday,2017-11,25.98349537037037,GO,827.5522822957454
1.0,47.9,19.21,1.0,67.11,0,Saturday,2017-11,23.983344907407407,SP,
1.0,29.0,15.1,1.0,44.1,0,Saturday,2017-11,22.98287037037037,MG,405.5956168562126
1.0,49.0,19.66,1.0,68.66,0,Saturday,2017-11,30.982453703703705,BA,1346.1091206514475
1.0,250.0,41.7,3.0,291.70000000000005,0,Saturday,2017-11,15.982430555555556,SP,46.83083423451492
1.0,154.9,14.1,1.0,169.0,0,Saturday,2017-11,19.982291666666665,SP,419.6145654749582
1.0,49.0,35.93,1.0,84.93,0,Saturday,2017-11,19.982233796296295,SP,294.3186218188902
1.0,79.0,16.8,1.0,95.8,0,Saturday,2017-11,26.979814814814816,SP,862.5796604306148
1.0,69.9,17.74,1.0,87.64,0,Saturday,2017-11,30.97976851851852,RS,949.4816090936166
1.0,19.9,12.48,3.0,32.379999999999995,0,Saturday,2017-11,24.97824074074074,SP,614.8284989201175
1.0,44.99,13.08,2.0,58.06999999999999,0,Saturday,2017-11,15.97761574074074,SP,19.786575805469614
1.0,140.99,14.72,1.0,155.71,0,Saturday,2017-11,24.976805555555554,SP,554.0869210448305
1.0,116.9,16.58,1.0,133.48,0,Saturday,2017-11,22.973738425925927,RJ,575.9390791809222
1.0,14.9,15.1,1.0,30.0,0,Saturday,2017-11,23.972094907407406,SP,707.49594339601
1.0,39.9,17.97,1.0,57.87,0,Saturday,2017-11,19.97013888888889,MG,329.5179784849383
1.0,250.0,30.12,1.0,280.12,0,Saturday,2017-11,18.965069444444445,SP,37.21222211943578
1.0,49.0,17.67,1.0,66.67,0,Saturday,2017-11,22.964606481481482,RJ,660.4848824367481
1.0,119.0,16.36,1.0,135.36,0,Saturday,2017-11,23.963078703703705,SP,298.01986157061003
1.0,49.0,37.97,1.0,86.97,0,Saturday,2017-11,24.96230324074074,MA,2110.98791113917
1.0,27.3,8.11,1.0,35.41,0,Saturday,2017-11,15.961597222222222,SP,166.00765370577966
1.0,67.0,16.23,1.0,83.23,0,Saturday,2017-11,24.961516203703702,RJ,480.20481610103633
1.0,79.9,38.11,1.0,118.01,0,Saturday,2017-11,25.9603125,GO,1125.4159182003434
1.0,39.99,15.1,1.0,55.09,0,Saturday,2017-11,26.959340277777777,DF,671.2600255688044
1.0,82.99,17.83,1.0,100.82,0,Saturday,2017-11,26.958969907407408,PR,428.9453840019715
1.0,105.0,21.57,1.0,126.57,0,Saturday,2017-11,23.95894675925926,PR,524.8337672009709
1.0,38.0,15.1,1.0,53.1,1,Saturday,2017-11,22.958078703703702,SP,578.7000354691526
1.0,29.99,17.63,1.0,47.62,1,Saturday,2017-11,23.957303240740742,MS,1123.3395762682333
1.0,339.0,18.13,1.0,357.13,1,Saturday,2017-11,23.956724537037037,MG,723.0761536171754
1.0,19.0,14.1,1.0,33.1,1,Saturday,2017-11,19.955671296296295,SP,625.7582509274528
2.0,49.15,29.2,1.0,78.35,1,Saturday,2017-11,22.9553125,DF,903.3039124034858
2.0,65.98,32.22,1.0,98.2,1,Saturday,2017-11,26.953680555555554,GO,968.5382998255752
1.0,143.8,16.71,1.0,160.51,1,Saturday,2017-11,15.950532407407408,SP,98.59138282222622
1.0,45.6,42.38,2.0,87.98,1,Saturday,2017-11,25.94912037037037,PE,2568.6673642594424
1.0,49.0,17.64,1.0,66.64,1,Saturday,2017-11,23.946527777777778,RJ,666.0474399653406
1.0,29.89,15.11,1.0,45.0,1,Saturday,2017-11,23.94630787037037,SC,486.1734735827847
1.0,53.0,12.71,1.0,65.71,1,Saturday,2017-11,19.94480324074074,SP,313.56763207299673
1.0,179.0,28.61,1.0,207.61,1,Saturday,2017-11,26.94216435185185,RJ,308.94762282034435
1.0,129.99,20.88,1.0,150.87,1,Saturday,2017-11,19.937337962962964,SP,449.05784673118313
1.0,49.0,37.94,1.0,86.94,1,Saturday,2017-11,30.932476851851852,SE,1714.3839650677298
1.0,27.9,14.1,1.0,42.0,1,Saturday,2017-11,30.930208333333333,SP,483.1823765755334
1.0,159.9,18.37,1.0,178.27,1,Saturday,2017-11,25.925462962962964,ES,382.2785025383077
1.0,32.99,16.11,1.0,49.1,1,Saturday,2017-11,30.923703703703705,GO,718.1686859685209
1.0,49.0,17.67,1.0,66.67,1,Saturday,2017-11,26.923703703703705,GO,334.575952374329
1.0,98.67,27.23,1.0,125.9,1,Saturday,2017-11,31.923460648148147,MT,1196.159655751332
2.0,98.0,39.32,1.0,137.32,1,Saturday,2017-11,25.92207175925926,BA,1470.310650362136
1.0,62.79,42.47,1.0,105.26,1,Saturday,2017-11,45.921909722222225,RO,2305.00431401154
1.0,69.9,28.89,1.0,98.79,2,Saturday,2017-11,24.91613425925926,BA,1171.950394410516
1.0,23.99,14.1,1.0,38.09,2,Saturday,2017-11,25.91082175925926,RJ,327.97782370356373
1.0,16.0,12.69,1.0,28.69,2,Saturday,2017-11,19.908657407407407,SP,128.8380560704313
1.0,36.0,15.1,1.0,51.1,2,Saturday,2017-11,23.906828703703702,MG,545.9687295043664
1.0,49.0,13.44,1.0,62.44,2,Saturday,2017-11,19.88917824074074,SP,443.5678059142321
2.0,119.8,32.36,1.0,152.16,2,Saturday,2017-11,24.886701388888888,SC,731.5545774316653
2.0,107.98,25.44,1.0,133.42,2,Saturday,2017-11,19.882418981481482,SP,308.05221175414727
1.0,35.0,9.34,1.0,44.34,3,Saturday,2017-11,15.867685185185184,SP,10.211014008991256
2.0,78.0,28.2,1.0,106.2,3,Saturday,2017-11,22.857916666666668,PR,323.54933398318997
1.0,89.99,9.44,1.0,99.43,3,Saturday,2017-11,16.85480324074074,SP,65.03773288402802
3.0,98.97,56.67,1.0,155.64,3,Saturday,2017-11,33.84189814814815,PA,2469.483166972949
1.0,2399.0,17.0,1.0,2416.0,4,Saturday,2017-11,31.831354166666667,MG,683.947965876263
1.0,13.3,8.11,1.0,21.41,4,Saturday,2017-11,15.811319444444445,SP,138.36893784411862
1.0,148.9,43.45,1.0,192.35,5,Saturday,2017-11,32.783032407407404,BA,1873.3524945103254
2.0,108.0,30.26,1.0,138.26,5,Saturday,2017-11,24.769930555555554,PR,292.4012486284415
5.0,45.0,58.650000000000006,1.0,103.65,5,Saturday,2017-11,15.76755787037037,SP,24.29072781873449
3.0,219.25,51.89,1.0,271.14,6,Saturday,2017-11,19.719965277777778,SP,317.5157715158616
1.0,156.9,18.35,1.0,175.25,6,Saturday,2017-11,22.71648148148148,RJ,578.7765206136238
1.0,177.99,17.01,1.0,195.0,7,Saturday,2017-11,24.692534722222224,SP,364.0063272507812
1.0,49.9,44.2,1.0,94.1,7,Saturday,2017-11,25.681122685185183,PI,2474.185084565161
2.0,179.98,90.18,1.0,270.16,7,Saturday,2017-11,25.67824074074074,RJ,317.4743121037669
1.0,65.55,17.71,1.0,83.26,7,Saturday,2017-11,33.669386574074075,RS,908.0876941072611
1.0,37.0,15.1,1.0,52.1,7,Saturday,2017-11,23.668587962962963,RJ,569.2549917744848
